|Catagorie|,|Date_In|,|Clerk_ID_In|,|TYPE_CODE|,|Product_scancode|,|Customer_No_Sold|,|P_Description|
|3|,|01/13/2004 12:00:00 AM|,|DIA|,2,|wd897|,|5637|,|sandal or shoe|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1061|,,|toy,  puzzle or game|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1042|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd737|,,|tights|
|1|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd741|,,|overalls|
|1|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1049|,,|shirt|
|1|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd1074|,,|pj,  night gowns,  robes|
|1|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wc2616|,,|dress|
|2|,|01/14/2004 12:00:00 AM|,|LEA|,2,|wd721|,,|toy,  puzzle or game|
|3|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd1366|,|600|,|back pack|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd1406|,,|2 or 3 piece sets|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd761|,,|cotton one piece outfit or set|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wc2587|,,|cotton one piece outfit or set|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wc2624|,,|pj,  night gowns,  robes|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wc2575|,,|dress|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wc2591|,,|pants|
|3|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd757|,,|tights|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd1065|,,|cotton one piece outfit or set|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd753|,,|pj,  night gowns,  robes|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wc2595|,,|overalls|
|1|,|01/14/2004 12:00:00 AM|,|SUE|,2,|wd881|,,|2 or 3 piece sets|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1621|,,|cotton one piece outfit or set|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1609|,,|cotton one piece outfit or set|
|3|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1684|,,|slipper|
|3|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1605|,,|slipper|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1675|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1671|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1678|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1674|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|SUE|,2,|wd1601|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1900|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1912|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1897|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1901|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1905|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1913|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1885|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1881|,,|pants|
|2|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd688|,,|toy,  puzzle or game|
|2|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd692|,,|toy,  puzzle or game|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wc2955|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1778|,,|pants|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1779|,,|sweat shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1685|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1754|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1689|,,|skirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1693|,,|sweat shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1705|,,|dress|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1697|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1892|,,|sweat shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1864|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1868|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1876|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1831|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1844|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1848|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1860|,,|pj,  night gowns,  robes|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1799|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1762|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1775|,,|dress|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1771|,,|overalls|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1787|,,|shirt|
|1|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1827|,,|dress|
|3|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1736|,,|sox|
|3|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1720|,,|sox|
|3|,|01/16/2004 12:00:00 AM|,|ERI|,2,|wd1702|,,|sandal or shoe|
|1|,|01/14/2004 12:00:00 AM|,|KAY|,2,|wd304|,,|pj,  night gowns,  robes|
|2|,|01/15/2004 12:00:00 AM|,|DIA|,2,|wd5843|,,|toy,  puzzle or game|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd625|,,|cotton one piece outfit or set|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd301|,,|pants|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd278|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd491|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd550|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd517|,,|pj,  night gowns,  robes|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd332|,,|cotton one piece outfit or set|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd279|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd263|,,|shirt|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd561|,,|cotton one piece outfit or set|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd634|,,|cotton one piece outfit or set|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd313|,,|2 or 3 piece sets|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd626|,,|pants|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd546|,,|pj,  night gowns,  robes|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd631|,,|overalls|
|1|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd558|,,|pants|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd314|,,|tights|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd462|,,|sandal or shoe|
|2|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd5841|,,|toy,  puzzle or game|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd422|,,|sandal or shoe|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd513|,,|slipper|
|2|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd5912|,,|skates|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd5871|,,|video or audio tape or cd rom or  dvd|
|2|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd5908|,,|toy,  puzzle or game|
|3|,|01/15/2004 12:00:00 AM|,|LEA|,2,|wd5883|,,|video or audio tape or cd rom or  dvd|
