|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
5859,3,1,|999|,|2031|,|c14282c|,|0091258321238|,1,|4|,|5|,,|CRICKET FLAT KNIT OFF WHT.8-10|,|09/01/1999 12:00:00 AM|,|12/17/1999 12:00:00 AM|,|SUE|,|LEA|,0,|1|,7.9500,20,6.3600,|8128|,,0,0,0.0000
5860,2,1,|999|,|3449|,|c14282c|,|0091258321016|,1,|4|,|5|,,|CRICKET  WHITE 6-8 FLAT KNIT|,|09/01/1999 12:00:00 AM|,|01/18/2000 12:00:00 AM|,|SUE|,|LEA|,0,|1|,7.9500,20,6.3600,|9705|,,0,0,0.0000
5862,2,1,|999|,|1985|,|c14282c|,|0091258321214|,1,|4|,|5|,,|CRICKET 4-6 OFF WHITE|,|09/01/1999 12:00:00 AM|,|02/09/2000 12:00:00 AM|,|SUE|,|KRI|,0,|1|,7.9500,20,6.3600,|11108|,,0,0,0.0000
5868,1,2,|999|,|2059|,|c14282c|,|0091258321221|,1,|4|,|5|,,|CRICKET OFF WHT 6-8 FLT. KNT.|,|09/01/1999 12:00:00 AM|,|02/26/2000 12:00:00 AM|,|SUE|,|ANE|,0,|1|,7.9500,20,6.3600,|12008|,,0,0,0.0000
5869,5,1,|999|,|4264|,|c14282c|,|0091258321030|,1,|4|,|5|,,|CRICKET FLAT KNIT 10-12 WHITE|,|09/01/1999 12:00:00 AM|,|10/08/1999 12:00:00 AM|,|SUE|,|LEA|,0,|1|,7.9500,20,6.3600,|3651|,,0,0,0.0000
5870,7,1,|999|,|600|,|c14282c|,|0091258257988|,1,|4|,|5|,,|3-PACK SOX|,|09/01/1999 12:00:00 AM|,|10/12/1999 12:00:00 AM|,|SUE|,|LEA|,0,|1|,7.9500,0,7.9500,|3988|,,0,0,0.0000
5871,28,1,|999|,|2578|,|c14282c|,|0091258229206|,1,|4|,|5|,,|WHITE HVY TIGHTS 4-6|,|09/01/1999 12:00:00 AM|,|03/02/2000 12:00:00 AM|,|SUE|,|PAT|,0,|1|,8.9500,20,7.1600,|12268|,,0,0,0.0000
5873,3,1,|999|,|600|,|c14282c|,|0091258229411|,1,|4|,|5|,,|CRICKET FUSC. 4-6|,|09/01/1999 12:00:00 AM|,|10/27/1999 12:00:00 AM|,|SUE|,|SUE|,0,|1|,8.9500,0,8.9500,|5122|,,0,0,0.0000
5874,99,1,|999|,|3385|,|c14282c|,|0091258282294|,1,|4|,|5|,,|CRICKET GREY 4-6 HVY WHT TIGHT|,|09/01/1999 12:00:00 AM|,|01/13/2000 12:00:00 AM|,|SUE|,|SUE|,0,|1|,8.9500,20,7.1600,|9419|,,0,0,0.0000
5875,1,1,|999|,|2343|,|c14282c|,|0091258314193|,1,|4|,|5|,,|TIC TAC TOE|,|09/01/1999 12:00:00 AM|,|02/08/2000 12:00:00 AM|,|SUE|,|KRI|,0,|1|,3.9500,20,3.1600,|11072|,,0,0,0.0000
5877,1,0,|1216|,,|c24342c|,|p7713|,2,|2|,|5|,,|denium or dress vest|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
5898,1,0,|604|,,|c14022c|,|p8159|,2,|2|,|5|,,|winter shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
5899,1,0,|1514|,,|c24615c|,|p7709|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
5900,1,0,|1514|,|600|,|c24615c|,|p7705|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,|09/04/1999 12:00:00 AM|,|SUE|,|LUD|,0,|2|,0.5000,0,0.5000,|1293|,,0,0,0.0000
5902,1,0,|1514|,,|c24615c|,|p8144|,2,|2|,|5|,,|underwear  type|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
5913,1,0,|2119|,,|c13925c|,|p8153|,2,|2|,|5|,,|winter shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
5916,1,0,|2119|,,|c13925c|,|p8149|,2,|2|,|5|,,|winter shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
5931,1,0,|3251|,,|c14158c|,|p7772|,2,|2|,|5|,|pants|,|pants|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
5934,1,0,|3313|,,|c24608c|,|p8139|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
5937,1,0,|3313|,,|c24608c|,|p8212|,2,|2|,|5|,,|sandal or shoe|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
5939,1,0,|3313|,,|c24608c|,|p8135|,2,|2|,|5|,,|softback|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.2500,0,0.0000,,,0,0,0.0000
5940,1,0,|3313|,,|c24608c|,|p8106|,2,|2|,|5|,,|hard back childrens books|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
5941,1,0,|3313|,,|c24608c|,|p8103|,2,|2|,|5|,,|hard back childrens books|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
5942,1,0,|3313|,,|c24608c|,|p8110|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
5944,1,0,|3313|,,|c24608c|,|p8115|,2,|2|,|5|,,|hard back childrens books|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
5949,1,0,|2898|,,|c14011c|,|p8513|,2,|3|,|5|,,|nicer newer dress asis|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
5959,1,0,|2898|,,|c14011c|,|p6359|,2,|2|,|2|,|hat|,|knit|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
5964,1,0,|2898|,,|c14011c|,|p7876|,2,|2|,|5|,,|plain or print|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
5970,1,0,|2898|,,|c14011c|,|p8398|,2,|2|,|5|,,|GLOVES OR MITTENS|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,0.9500,0,0.0000,,,0,0,0.0000
5971,1,0,|3372|,,|c13987c|,|p7921|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
5973,1,0,|3372|,,|c13987c|,|p8248|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
5974,1,0,|3372|,,|c13987c|,|p8186|,2,|2|,|5|,,|cotton sets and sleepers|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
5975,1,0,|3372|,,|c13987c|,|p8232|,2,|2|,|5|,,|cotton sets and sleepers|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
5976,1,0,|3372|,,|c13987c|,|p7909|,2,|2|,|5|,,|plain or print|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
5977,1,0,|3372|,,|c13987c|,|p8244|,2,|2|,|5|,,|cotton sets and sleepers|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
5978,1,0,|3372|,,|c13987c|,|p8240|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
5979,1,0,|3372|,,|c13987c|,|p7941|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
5980,1,0,|3372|,,|c13987c|,|p7937|,2,|2|,|5|,,|o'll or snow pants, snow suits, buntings|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
5983,1,0,|1819|,,|C13931C|,|p8394|,2,|2|,|5|,,| dress print or plain|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,7.9500,0,0.0000,,,0,0,0.0000
5985,1,0,|1819|,,|C13931C|,|p8386|,2,|2|,|5|,,| dress print or plain|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
5986,1,0,|1819|,,|C13931C|,|p7908|,2,|2|,|5|,,| dress print or plain|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
5991,1,0,|1819|,,|C13931C|,|p8166|,2,|3|,|2|,,|dress shoes|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,8.9500,0,0.0000,,,0,0,0.0000
5995,1,0,|1819|,,|C13931C|,|p8142|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
5997,1,0,|2569|,,|c14289c|,|p8378|,2,|2|,|5|,,|bouncey seat|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,18.0000,0,0.0000,,,0,0,0.0000
5998,1,0,|3389|,,|c14014c|,|p7974|,2,|2|,|5|,,|light weight hats|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
6002,1,0,|3389|,,|c14014c|,|p7896|,2,|2|,|5|,,|denium|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6003,1,0,|3389|,,|c14014c|,|p7912|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
6005,1,0,|3389|,,|c14016c|,| p7881|,2,|2|,|5|,,|winter shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6015,1,0,|2348|,,|c13969c|,|p7893|,2,|2|,|5|,,|sandal or shoe|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,7.9500,0,0.0000,,,0,0,0.0000
6019,1,0,|2348|,,|c13969c|,|p7901|,2,|2|,|5|,,|average solid sox|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
6023,1,0,|2348|,,|c13969c|,|p8197|,2,|2|,|5|,,|average condition|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
6041,1,0,|2904|,,|c14054c|,|p6396|,2,|2|,|5|,,|winter and fleece hats|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,1.9500,0,0.0000,,,0,0,0.0000
6043,1,0,|1979|,,|c24618c|,|p7732|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
6044,1,0,|1979|,,|c24618c|,|p8374|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,5.9500,0,0.0000,,,0,0,0.0000
6045,1,0,|1979|,,|c24618c|,|p8379|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,8.0000,0,0.0000,,,0,0,0.0000
6051,1,0,|925|,,|c24685c|,|p8399|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
6052,1,0,|925|,,|c24685c|,|p7702|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
6057,1,0,|925|,,|c24683c|,|p7768|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6058,1,0,|925|,,|c24683c|,|p7764|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6062,1,0,|925|,,|c24683c|,|p7752|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
6063,1,0,|925|,,|c24683c|,|p7736|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6065,1,0,|925|,,|c24683c|,|p7708|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.5000,0,0.0000,,,0,0,0.0000
6067,1,0,|925|,,|c24683c|,|p7778|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
6076,1,0,|925|,,|c24683c|,|p7718|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
6082,1,0,|4062|,,|c14288c|,|p7667|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.5000,0,0.0000,,,0,0,0.0000
6092,1,0,|4081|,,|c24687c|,|p7420|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
6095,1,0,|4081|,,|c24687c|,|p7811|,2,|2|,|5|,,|toy or set or game|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
6096,1,0,|4081|,,|c24689c|,|p7436|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
6111,1,0,|4274|,,|c24682c|,|p7823|,2,|2|,|5|,,|solid or print average swt sh|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
6114,1,0,|4274|,,|c24682c|,|p7802|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6115,1,0,|4274|,,|c24682c|,|p7819|,2,|2|,|5|,,|2 or 3 piece sets|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
6116,1,0,|4274|,,|c24682c|,|p7782|,2,|2|,|5|,,|shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6119,1,0,|4274|,,|c24682c|,|p7855|,2,|2|,|5|,,|plain or print|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6121,1,0,|4274|,,|c24682c|,|p7818|,2,|2|,|5|,,|plain or print|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6122,1,0,|4274|,,|c24682c|,|p7786|,2,|2|,|5|,|pants|,|pants|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6123,1,0,|4274|,,|c24682c|,|p7798|,2,|2|,|5|,|pants|,|pants|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6124,1,0,|4274|,,|c24682c|,|p7790|,2,|2|,|5|,,|underwear  type|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
6125,1,0,|4274|,,|c24682c|,|p7400|,2,|2|,|5|,,|underwear  type|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
6126,1,0,|4274|,,|c24682c|,|p7787|,2,|2|,|5|,,|average solid sox|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
6128,1,0,|4273|,,|c24721c|,|p7388|,2,|2|,|5|,,|average solid sox|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
6131,1,0,|4273|,,|c24721c|,|p7457|,2,|2|,|5|,,|used booties, pre-walking shoes|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
6134,1,0,|4273|,,|c24721c|,|p7405|,2,|2|,|5|,,|summer weight jkt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
6137,1,0,|4273|,,|c24721c|,|p7409|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6138,1,0,|4273|,,|c24721c|,|p7461|,2,|2|,|5|,,|underwear  type|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6139,1,0,|4273|,,|c24721c|,|p7445|,2,|2|,|5|,,|cotton sets and sleepers|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6141,1,0,|4273|,,|c24721c|,|p7417|,2,|2|,|5|,,|shirt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6145,1,0,|3331|,,|c24695c|,|p7822|,2,|2|,|5|,,|denium or dress vest|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6146,1,0,|3331|,,|c24695c|,|p7859|,2,|2|,|5|,,|pullover, cardigan|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6148,1,0,|3331|,,|c24695c|,|p7791|,2,|2|,|5|,,|summer weight jkt|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
6158,1,0,|2307|,,|c13641c|,|p7434|,2,|2|,|5|,,|hard back childrens books|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6168,1,0,|1979|,,|c24616c|,|p7442|,2,|2|,|5|,,|non-clothing items|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6170,1,0,|3428|,,|c13840c|,|p7395|,2,|2|,|5|,,|attachments|,|09/02/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
6179,1,0,|2395|,,|C13937C|,|p7411|,2,|2|,|5|,|pants|,|pants|,|09/03/1999 12:00:00 AM|,,|LUD|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6187,1,0,|2801|,,|c14153c|,|p7631|,2,|2|,|5|,,|toy or set or game|,|09/03/1999 12:00:00 AM|,,|LUD|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
6188,1,0,|2801|,,|c14153c|,|p7691|,2,|2|,|5|,,|solid or print average swt sh|,|09/03/1999 12:00:00 AM|,,|LUD|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6193,1,0,|4191|,,|c14263c|,|p8564|,2,|2|,|5|,,,|09/03/1999 12:00:00 AM|,,|LUD|,,0,,0.0000,0,0.0000,,,0,0,0.0000
6205,1,0,|1390|,,|c13966c|,|p7626|,2,|2|,|5|,,|shirt|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6206,1,0,|1390|,,|c13966c|,|p7785|,2,|2|,|5|,,|shirt|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6210,1,0,|1390|,,|c13966c|,|p7699|,2,|2|,|5|,,|winter shirt|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6219,1,0,|2655|,,|c13984c|,|p7730|,2,|2|,|5|,|pants|,|pants|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6221,1,0,|1902|,,|c24762c|,| p7629|,2,|2|,|5|,,|toy or set or game|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
6224,1,0,|1902|,,|c24762c|,|p7784|,2,|2|,|5|,,|shirt|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6234,1,0,|2792|,,|c24717c|,|p7788|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/03/1999 12:00:00 AM|,,|LEA|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
6235,1,0,|2792|,,|c24717c|,|p7640|,2,|2|,|5|,,,|09/03/1999 12:00:00 AM|,,|LEA|,,0,,0.0000,0,0.0000,,,0,0,0.0000
6239,1,0,|2569|,,|c24451c|,|p7766|,2,|2|,|5|,,|non-clothing items|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,3.5000,0,0.0000,,,0,0,0.0000
6243,1,0,|2569|,,|c24451c|,|p7453|,2,|2|,|5|,|blankets|,|blankets and linens|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
6244,1,0,|2569|,,|c24451c|,|p7646|,2,|2|,|5|,|blankets|,|blankets and linens|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.5000,0,0.0000,,,0,0,0.0000
6245,1,0,|2569|,,|c24451c|,|p7654|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
6246,1,0,|2569|,,|c24451c|,|p7658|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
6247,1,0,|2569|,,|c24451c|,|p7666|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
6248,1,0,|2569|,,|c24451c|,|p7817|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
6252,1,0,|2569|,,|c24451c|,|p7767|,2,|2|,|5|,,|average solid sox|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
6256,1,0,|2569|,,|c24451c|,|p7763|,2,|2|,|5|,,|used booties, pre-walking shoes|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
6257,1,0,|2569|,,|c24451c|,|p7582|,2,|2|,|5|,,|toy or set or game|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
6258,1,0,|2569|,,|c24451c|,|p7747|,2,|2|,|5|,,|used booties, pre-walking shoes|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,0.5000,0,0.0000,,,0,0,0.0000
6260,1,0,|2968|,,|c24708c|,|p7602|,2,|2|,|5|,,|non-clothing items|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
6261,1,0,|2968|,,|c24708c|,|p7598|,2,|2|,|5|,,|non-clothing items|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
6263,1,0,|2968|,,|c24709c|,|p7751|,2,|2|,|5|,,|sandal or shoe|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,4.5000,0,0.0000,,,0,0,0.0000
6264,1,0,|2968|,,|c24709c|,|p7735|,2,|2|,|5|,,|sandal or shoe|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|3|,5.9500,0,0.0000,,,0,0,0.0000
6265,1,0,|2409|,,|c24637c|,|p7533|,2,|2|,|5|,,|denium or dress vest|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
6272,1,0,|3446|,,|c13998c|,|p7349|,2,|2|,|5|,,,|09/03/1999 12:00:00 AM|,,|SUE|,,0,,0.0000,0,0.0000,,,0,0,0.0000
6275,1,0,|3446|,,|c13998c|,|p7344|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6278,1,0,|3446|,,|c13998c|,|p7337|,2,|2|,|5|,,|shirt|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6280,1,0,|3446|,,|c13998c|,|p7360|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
6281,1,0,|3446|,,|c13998c|,|p7340|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
6285,1,0,|3446|,,|c13998c|,|p7325|,2,|2|,|5|,,|winter shirt|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6287,1,0,|3446|,,|c13998c|,|p7369|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
6288,1,0,|3446|,,|c13998c|,|p7304|,2,|2|,|5|,,|winter shirt|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
6291,1,0,|3446|,,|c13998c|,|p7321|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
6292,1,0,|3446|,,|c13998c|,|p7305|,2,|2|,|5|,,|cotton sets and sleepers|,|09/03/1999 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
