|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
44509,1,0,|4508|,,|c28595c|,|p6882|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44510,1,0,|4508|,,|c28595c|,|p6958|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44511,1,0,|4508|,,|c28595c|,|p6687|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44512,1,0,|4508|,,|c28595c|,|p6801|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44513,1,0,|4259|,,|c26927c|,|p6807|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44514,1,0,|4259|,,|c26927c|,|p6832|,2,|2|,|5|,,|pullover, cardigan|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44515,1,0,|4259|,,|c26927c|,|p6901|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44516,1,0,|4259|,,|c26927c|,|p6853|,2,|2|,|5|,,|med weight jkt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
44517,1,0,|4259|,,|c26927c|,|p6698|,2,|2|,|5|,,|solid or print average swt sh|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44518,1,0,|4259|,,|c26927c|,|p6871|,2,|2|,|5|,,|denium or dress vest|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44519,0,1,|4118|,|2967|,|c28507c|,|p7152|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|3|,0.9500,0,0.9500,|12371|,,0,0,0.0000
44520,0,1,|4118|,|2967|,|c28507c|,|p7148|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|3|,0.9500,0,0.9500,|12371|,,0,0,0.0000
44521,0,1,|1515|,|600|,|c28615c|,|p7171|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|3|,0.9500,0,0.9500,|12383|,,0,0,0.0000
44522,1,0,|1515|,,|c28615c|,|p7159|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44523,0,1,|1515|,|4407|,|c28615c|,|p7142|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,|03/06/2000 12:00:00 AM|,|BAK|,|SUE|,0,|3|,1.9500,0,1.9500,|12460|,,0,0,0.0000
44524,1,0,|1515|,,|c28615c|,|p7151|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44525,1,0,|1515|,,|c28615c|,|p7155|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44526,1,0,|1515|,,|c28615c|,|p7147|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44527,1,0,|1515|,,|c28615c|,|p7143|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44528,1,0,|1515|,,|c28615c|,|p7139|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44529,1,0,|1515|,,|c28615c|,|p7135|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44530,1,0,|1515|,,|c28615c|,|p7179|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.2500,0,0.0000,,,0,0,0.0000
44531,1,0,|1515|,,|c28615c|,|p7183|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.2500,0,0.0000,,,0,0,0.0000
44532,1,0,|1515|,,|c28615c|,|p7187|,2,|2|,|5|,,|softback|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.2500,0,0.0000,,,0,0,0.0000
44533,1,0,|1515|,,|c28615c|,|p7199|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44534,1,0,|1515|,,|c28615c|,|p8168|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
44535,1,0,|1515|,,|c28615c|,|p7163|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44536,1,0,|1515|,,|c28615c|,|p7175|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
44537,1,0,|1515|,,|c28615c|,|p7167|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44538,1,0,|1515|,,|c28615c|,|p7195|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44540,1,0,|3234|,,|c27563c|,|p8221|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44541,1,0,|3234|,,|c27563c|,|p8217|,2,|2|,|5|,,|2 or 3 piece sets|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
44542,1,0,|3234|,,|c27563c|,|p8672|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44543,1,0,|3234|,,|c27563c|,|p8228|,2,|2|,|5|,|pants|,|pants|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44544,1,0,|3234|,,|c27563c|,|p8239|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44545,1,0,|3234|,,|c27563c|,|p8225|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44546,1,0,|3234|,,|c27563c|,|p8235|,2,|2|,|5|,,|2 or 3 piece sets|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44547,1,0,|3008|,,|c27613c|,|p6742|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44548,1,0,|3008|,,|c27613c|,|p4707|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44549,1,0,|3008|,,|c27613c|,|p6843|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44550,1,0,|3008|,,|c27613c|,|p6831|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44551,1,0,|3008|,,|c27613c|,|p6797|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44552,1,0,|3008|,,|c27613c|,|p5872|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44553,1,0,|3008|,,|c27613c|,|p5752|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44554,1,0,|3008|,,|c27613c|,|p6847|,2,|3|,|3|,|good cond|,|large|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44555,1,0,|3008|,,|c27613c|,|p6839|,2,|3|,|3|,|good cond|,|large|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44556,1,0,|4118|,,|c28502c|,|p7185|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44557,1,0,|4118|,,|c28502c|,|p7161|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44558,1,0,|4118|,,|c28502c|,|p7177|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
44559,1,0,|4118|,,|c28502c|,|p7173|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44560,1,0,|4118|,,|c28502c|,|p7189|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44561,1,0,|4118|,,|c28502c|,|p7190|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,1.5000,0,0.0000,,,0,0,0.0000
44562,-1,1,|4118|,|2612|,|c28502c|,|p7157|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANN|,0,|2|,1.5000,0,1.5000,|12427|,,0,0,0.0000
44563,1,0,|4118|,,|c28502c|,|p7136|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
44564,1,0,|4118|,,|c28502c|,|p7194|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44565,1,0,|4118|,,|c28502c|,|p7169|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44566,1,0,|4118|,,|c28502c|,|p7181|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44567,1,0,|4118|,,|c28502c|,|p7165|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,0.5000,0,0.0000,,,0,0,0.0000
44568,0,1,|4118|,|2584|,|c28502c|,|p7193|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|2|,1.9500,0,1.9500,|12354|,,0,0,0.0000
44569,0,1,|4118|,|2584|,|c28502c|,|p7197|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|2|,1.9500,0,1.9500,|12354|,,0,0,0.0000
44570,1,0,|4118|,,|c28502c|,|p7198|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44571,1,0,|4118|,,|c28502c|,|p7129|,2,|2|,|5|,,|toy or set or game|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44572,0,1,|7003|,|600|,|c27337c|,|p6704|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,4.9500,0,4.9500,|12375|,,0,0,0.0000
44573,0,1,|7003|,|600|,|c27337c|,|p6897|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,3.9500,0,3.9500,|12375|,,0,0,0.0000
44574,1,0,|7003|,,|c27337c|,|p6712|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44575,1,0,|7003|,,|c27337c|,|p7520|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
44576,1,0,|4118|,,|c28504c|,|p6766|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44577,0,0,|4118|,|1765|,|c28504c|,|p6738|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,3.9500,0,3.9500,|0|,,0,0,0.0000
44578,0,1,|4118|,|3232|,|c28504c|,|p6758|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,3.9500,0,3.9500,|12353|,,0,0,0.0000
44579,1,0,|4118|,,|c28504c|,|p6750|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44580,1,0,|4221|,,|C27388C|,|p6806|,2,|2|,|5|,,|underwear  type|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44581,1,0,|4221|,,|C27388C|,|p6855|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44582,1,0,|4221|,,|C27388C|,|p6824|,2,|2|,|5|,,|underwear  type|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44583,1,0,|4221|,,|C27388C|,|p6074|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44584,1,0,|4221|,,|C27388C|,|p6854|,2,|2|,|5|,,|2 or 3 piece sets|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44585,1,0,|4221|,,|C27388C|,|p6811|,2,|2|,|5|,,|underwear  type|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44586,1,0,|4221|,,|C27388C|,|p6836|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44587,1,0,|4221|,,|C27388C|,|p6822|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44588,0,1,|4221|,|600|,|C27388C|,|p6802|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,3.9500,0,3.9500,|12389|,,0,0,0.0000
44589,1,0,|4221|,,|C27388C|,|p6812|,2,|2|,|5|,,|denium or dress vest|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44590,1,0,|4221|,,|C27388C|,|p5780|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44591,1,0,|4221|,,|C27388C|,|p6842|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44592,1,0,|4221|,,|C27388C|,|p6756|,2,|2|,|5|,,|2 or 3 piece sets|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44593,1,0,|4221|,,|C27388C|,|p6819|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44594,1,0,|4221|,,|C27388C|,|p6918|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44595,1,0,|4221|,,|C27388C|,|p6798|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44596,1,0,|4221|,,|C27388C|,|p6827|,2,|2|,|2|,|hat|,|hat|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44597,1,0,|4221|,,|C27388C|,|p6752|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44598,1,0,|4221|,,|C27388C|,|p6826|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44599,1,0,|3445|,,|c27455c|,|p6707|,2,|2|,|5|,,|pullover, cardigan|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44600,1,0,|3445|,,|c27455c|,|p6711|,2,|2|,|5|,,|plain or print|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44601,1,0,|3445|,,|c27455c|,|p6691|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44602,1,0,|3445|,,|c27455c|,|p4663|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44603,1,0,|3445|,,|c27455c|,|p6703|,2,|2|,|5|,|pants|,|pants|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44604,1,0,|3445|,,|c27455c|,|p4683|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44605,1,0,|643|,,|c27473c|,|p5880|,2,|2|,|5|,|pants|,|pants|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44606,1,0,|643|,,|c27473c|,|p6950|,2,|2|,|5|,,|plain or print|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44607,1,0,|643|,,|c27473c|,|p6804|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44608,1,0,|643|,,|c27473c|,|p6695|,2,|2|,|5|,,|summer weight jkt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
44609,1,0,|643|,,|c27473c|,|p6905|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44610,1,0,|643|,,|c27473c|,|p6771|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44611,1,0,|643|,,|c27473c|,|p4676|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44612,1,0,|643|,,|c27473c|,|p6845|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44613,1,0,|643|,,|c27473c|,|p5921|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44614,1,0,|643|,,|c27473c|,|p6860|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44615,1,0,|643|,,|c27473c|,|p6084|,2,|2|,|5|,,|shirt|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44616,1,0,|643|,,|c27473c|,|p6869|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44617,0,1,|643|,|600|,|c27473c|,|p5885|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|BAK|,0,|1|,5.9500,0,5.9500,|12441|,,0,0,0.0000
44618,1,0,|643|,,|c27473c|,|p6788|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44619,1,0,|643|,,|c27473c|,|p6817|,2,|2|,|2|,|hat|,|hat|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44620,1,0,|643|,,|c27473c|,|p7512|,2,|2|,|5|,,|average solid sox|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44621,0,1,|4056|,|600|,|c27454c|,|p6808|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|BAK|,0,|1|,4.9500,0,4.9500,|12453|,,0,0,0.0000
44622,1,0,|4056|,,|c27454c|,|p6823|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44623,1,0,|4056|,,|c27454c|,|p6805|,2,|3|,|3|,|good cond|,|large|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44624,1,0,|4056|,,|c27454c|,|p6083|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44625,1,0,|1180|,,|c27069c|,|p5459|,2,|2|,|5|,,|non-clothing items|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
44626,0,1,|1180|,|1765|,|c27069c|,|p6893|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|5|,3.9500,0,3.9500,|12400|,,0,0,0.0000
44627,0,1,|1180|,|1765|,|c27069c|,|p6754|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|5|,3.9500,0,3.9500,|12400|,,0,0,0.0000
44628,0,1,|1180|,|1765|,|c27069c|,|p6694|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|5|,3.9500,0,3.9500,|12400|,,0,0,0.0000
44629,1,0,|1180|,,|c27069c|,|p6894|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,0.9500,0,0.0000,,,0,0,0.0000
44630,1,0,|1180|,,|c27069c|,|p6652|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
44631,1,0,|1180|,,|c27069c|,|p6874|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
44632,1,0,|1180|,,|c27069c|,|p6719|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
44633,0,1,|1180|,|1765|,|c27069c|,|p6718|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|5|,3.9500,0,3.9500,|12400|,,0,0,0.0000
44634,0,1,|1180|,|2898|,|c27069c|,|p5600|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/04/2000 12:00:00 AM|,|03/06/2000 12:00:00 AM|,|BAK|,|SUE|,0,|5|,4.9500,0,4.9500,|12456|,,0,0,0.0000
44635,1,0,|2895|,,|c27489c|,|p8675|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44636,1,0,|2895|,,|c27489c|,|p8679|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44637,0,1,|2895|,|3461|,|c27489c|,|p8671|,2,|2|,|5|,,| dress print or plain|,|03/04/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|BAK|,|ANE|,0,|1|,5.9500,0,5.9500,|12405|,,0,0,0.0000
